Network,MAE,MSE,NSE
MISO1,28.285625928570212,42.79490965527671,0.8349046528985036
MISO2,30.681019636417503,48.109287378619285,0.7914945987844868
MISO3,31.38551429764389,47.946037531905745,0.7930292111638011
