Network,MAE,MSE,NSE
MISO1,32.85563917653136,55.42719760865313,0.7230531381050096
MISO2,34.70895422100642,56.51578910040523,0.7122607857295394
MISO3,37.01031775961304,59.61826271140916,0.6799909608700971
