"Date","IN_p2d","SEAS_p2d","IN_p1d","IN","SEAS","WL_MM_1d","IN_1d","OUT_1d","MEAN_7d","SD_7d","Prec_S","Tmax_S","Tmin_S","Snow_S"
1946-02-14,0.0344691857491418,1,0.034682016084645,0.0260079514549667,1,0.315396113602392,0.0260429625058288,0.104116158871764,0.0369013459782427,0.0113623061184001,0,12,-4,0
1946-02-15,0.0339384919255495,1,0.0344691857491418,0.034682016084645,1,0.306427503736921,0.0260079514549667,0.104044136726731,0.0367851250838399,0.006464715790113,0,12.5,-2,0
1946-02-16,0.0333727870510953,1,0.0339384919255495,0.0344691857491418,1,0.29745889387145,0.034682016084645,0.103534295752682,0.036557684873729,0.00503548075729362,0,18,-5.4,0
1946-02-17,0.0227887774625512,1,0.0333727870510953,0.0339384919255495,1,0.291479820627803,0.0344691857491418,0.103096476923666,0.0323903497623395,0.00811142220218745,0,18,-0.4,0
1946-02-18,0.0133711886737777,1,0.0227887774625512,0.0333727870510953,1,0.285500747384155,0.0339384919255495,0.102004772830536,0.029452163583515,0.00809989695097585,0,18.6,-0.6,0
1946-02-19,0.0312850228075882,1,0.0133711886737777,0.0227887774625512,1,0.279521674140508,0.0333727870510953,0.100841046592373,0.0301860246048255,0.00814985931861583,0,18.4,0,0
1946-02-20,0.0213017291443604,1,0.0312850228075882,0.0133711886737777,1,0.273542600896861,0.0227887774625512,0.0974218900229158,0.0283757712002467,0.00877635802936813,0,18.2,-0.6,0
1946-02-21,0.0380841535292625,1,0.0213017291443604,0.0312850228075882,1,0.26457399103139,0.0133711886737777,0.0964022080748184,0.0291296385363355,0.00929923038691787,0,11,2,0
1946-02-22,0.0375884707565322,1,0.0380841535292625,0.0213017291443604,1,0.252615844544096,0.0312850228075882,0.0965462523648842,0.0272181689734377,0.00902175275356776,0,8,-1.6,0
1946-02-23,0.0271795164222981,1,0.0375884707565322,0.0380841535292625,1,0.246636771300448,0.0213017291443604,0.0943628441786235,0.0277345929420264,0.00903390445719189,0,10,-3.5,0
1946-02-24,0.0336230085746901,1,0.0271795164222981,0.0375884707565322,1,0.237668161434978,0.0380841535292625,0.0921794359923627,0.0282560184893096,0.0116421600050404,0,14.5,-4.4,0
1946-02-25,0.058090896074141,1,0.0336230085746901,0.0271795164222981,1,0.234678624813154,0.0375884707565322,0.0911597540442653,0.0273712655423386,0.0115437495822182,0,14.8,-2,0
1946-02-26,0.0335179754221041,1,0.058090896074141,0.0336230085746901,1,0.23168908819133,0.0271795164222981,0.0881007081999729,0.0289190128440727,0.00973875924056873,0,13.5,-1.2,0
1946-02-27,0.0412384495875149,2,0.0335179754221041,0.058090896074141,1,0.225710014947683,0.0336230085746901,0.0830022984594856,0.0353075424726961,0.0152716296418252,0,8,2.6,0
1946-02-28,0.0696662712081456,2,0.0412384495875149,0.0335179754221041,1,0.222720478325859,0.058090896074141,0.0782753713617997,0.0356265357033412,0.0173024339284722,0.0602150537634409,12,2.6,1
1946-03-01,0.0663074369053837,2,0.0696662712081456,0.0412384495875149,2,0.228699551569507,0.0335179754221041,0.0827862320243869,0.0384746386237919,0.0175608271225699,0.0010752688172043,9,0.4,1
1946-03-02,0.0258596151605252,2,0.0663074369053837,0.0696662712081456,2,0.225710014947683,0.0412384495875149,0.0803147352579946,0.0429863697207752,0.0168073348358991,0.0537634408602151,9.2,2.8,1
1946-03-03,0.0567737588426993,2,0.0258596151605252,0.0663074369053837,2,0.225710014947683,0.0696662712081456,0.0837338918274515,0.0470890791706111,0.0166054477938385,0.00967741935483871,9.2,2,1
1946-03-04,0.0550066221176125,2,0.0567737588426993,0.0258596151605252,2,0.234678624813154,0.0663074369053837,0.095177831609259,0.0469005218475007,0.0151930808574308,0.0473118279569893,11,2,1
1946-03-05,0.0457668526134801,2,0.0550066221176125,0.0567737588426993,2,0.240657698056801,0.0258596151605252,0.103738990270144,0.0502077718857877,0.0157266484451357,0.00537634408602151,10.6,1.6,1
1946-03-06,0.037127799034664,2,0.0457668526134801,0.0550066221176125,2,0.23168908819133,0.0567737588426993,0.0939193393907892,0.0497671613205693,0.01341776923122,0,8.8,2,0
1946-03-07,0.0452011477390259,2,0.037127799034664,0.0457668526134801,2,0.234678624813154,0.0550066221176125,0.0902841163862336,0.0515170009193373,0.0109228922828784,0,9,1,0
1946-03-08,0.0365620941602097,2,0.0452011477390259,0.037127799034664,2,0.237668161434978,0.0457668526134801,0.0896302311221191,0.0509297651260729,0.0126868363330799,0.0333333333333333,13.4,1,1
1946-03-09,0.0725325706616101,2,0.0365620941602097,0.0452011477390259,2,0.237668161434978,0.037127799034664,0.0902120942412007,0.0474347474876272,0.0126021745592285,0.0043010752688172,17,4,1
1946-03-10,0.0557851573275699,2,0.0725325706616101,0.0365620941602097,2,0.234678624813154,0.0452011477390259,0.0884665048839558,0.0431854128097452,0.0123840863330103,0,12,5,0
1946-03-11,0.0487059381989998,2,0.0557851573275699,0.0725325706616101,2,0.234678624813154,0.0365620941602097,0.0890483680030375,0.0498529778813288,0.0135924465177957,0.0021505376344086,14,4.4,1
1946-03-12,0.0645618749726044,2,0.0487059381989998,0.0557851573275699,2,0.23168908819133,0.0725325706616101,0.0896302311221191,0.0497117490934532,0.0122765917730073,0.0129032258064516,13,3.2,1
1946-03-13,0.0473537899166961,2,0.0645618749726044,0.0487059381989998,2,0.240657698056801,0.0557851573275699,0.0918856614534127,0.0488116513907942,0.011810422353544,0,10.6,2,0
1946-03-14,0.0560628655972362,2,0.0473537899166961,0.0645618749726044,2,0.243647234678625,0.0487059381989998,0.0956763006656709,0.0514966545849548,0.0115295080881187,0.0838709677419355,8.6,4,1
1946-03-15,0.0376883597415573,2,0.0560628655972362,0.0473537899166961,2,0.243647234678625,0.0645618749726044,0.109940476021399,0.0529575104252451,0.0141979335813665,0.0516129032258065,14,0.6,1
1946-03-16,0.0819394872221603,2,0.0376883597415573,0.0560628655972362,2,0.246636771300448,0.0473537899166961,0.111248246549628,0.0545091844049895,0.014349447895722,0,15,0.6,0
1946-03-17,0.0505430970258105,2,0.0819394872221603,0.0376883597415573,2,0.243647234678625,0.0560628655972362,0.110810427720612,0.0546700794880391,0.0175212252706277,0,14.6,3,0
1946-03-18,0.0840379236938907,2,0.0505430970258105,0.0819394872221603,2,0.243647234678625,0.0376883597415573,0.109718723627481,0.0560139247109749,0.0190113843503583,0,15.6,-0.8,0
1946-03-19,0.0394634046645361,2,0.0840379236938907,0.0505430970258105,2,0.237668161434978,0.0819394872221603,0.108981444300697,0.0552650589535807,0.0198740906621445,0,14.6,-1.4,0
1946-03-20,0.0394634046645361,2,0.0394634046645361,0.0840379236938907,2,0.246636771300448,0.0505430970258105,0.0994555679602924,0.0603124854528508,0.0198803795102064,0,16,0,0
1946-03-21,0.0569515781273404,2,0.0394634046645361,0.0394634046645361,2,0.246636771300448,0.0840379236938907,0.0949447072977051,0.0567269896945553,0.0183252956455149,0,15,1,0
1946-03-22,0.0639285281336559,2,0.0569515781273404,0.0394634046645361,2,0.258594917787743,0.0394634046645361,0.095016729442738,0.0555997918013896,0.0169841156959306,0,17.4,0.8,0
1946-03-23,0.0368799576482988,2,0.0639285281336559,0.0569515781273404,2,0.255605381165919,0.0394634046645361,0.095016729442738,0.0557267507342616,0.0171779456738794,0,18.6,6,0
1946-03-24,0.0460497050507073,2,0.0368799576482988,0.0639285281336559,2,0.252615844544096,0.0569515781273404,0.0942851360747722,0.0594753462188471,0.0117578033790573,0,18,6,0
1946-03-25,0.0633978343100636,2,0.0460497050507073,0.0368799576482988,2,0.255605381165919,0.0639285281336559,0.0902841163862336,0.0530382705654384,0.0109535815441914,0,22,6,0
1946-03-26,0.0539102234195661,2,0.0633978343100636,0.0460497050507073,2,0.261584454409567,0.0368799576482988,0.089702253267152,0.0523963574261379,0.00957899903447936,0,25,4.6,0
1946-03-27,0.0536273709823389,2,0.0539102234195661,0.0633978343100636,2,0.258594917787743,0.0460497050507073,0.0902120942412007,0.0494477732284483,0.00990062677403632,0,21.5,4,0
1946-03-28,0.0452361587898879,2,0.0536273709823389,0.0539102234195661,2,0.258594917787743,0.0633978343100636,0.0891924122931033,0.0515116044791669,0.00972974632665068,0,18,9,0
1946-03-29,0.0366321162619337,2,0.0452361587898879,0.0536273709823389,2,0.26457399103139,0.0539102234195661,0.08802868605494,0.053535028238853,0.0130055714863968,0,20.4,2.6,0
1946-03-30,0.0235696928097383,2,0.0366321162619337,0.0452361587898879,2,0.267563527653214,0.0536273709823389,0.0874468229358584,0.0518613969049312,0.0130108871524148,0,21.6,4,0
1946-03-31,0.0470462147637286,2,0.0235696928097383,0.0366321162619337,2,0.270553064275037,0.0452361587898879,0.0885385270289887,0.0479619094946852,0.0116850213590062,0,21.6,5,0
1946-04-01,0.0564988146033642,2,0.0470462147637286,0.0235696928097383,2,0.270553064275037,0.0366321162619337,0.0891924122931033,0.0460604430891765,0.0111062221278063,0,23,7,0
1946-04-02,0.0470112037128666,2,0.0564988146033642,0.0470462147637286,2,0.267563527653214,0.0235696928097383,0.0806748459831591,0.0462028016196081,0.0114598873039292,0,23.8,6.2,0
1946-04-03,0.05593310972891,2,0.0470112037128666,0.0564988146033642,2,0.261584454409567,0.0470462147637286,0.0739085549892782,0.045217227375794,0.0140461331412747,0,25,6,0
1946-04-04,0.0659514144429998,2,0.05593310972891,0.0470112037128666,2,0.26457399103139,0.0564988146033642,0.0750002590824086,0.0442316531319797,0.0134164972432786,0,24.4,6,0
1946-04-05,0.0556852683425449,2,0.0659514144429998,0.05593310972891,2,0.270553064275037,0.0470112037128666,0.0738365328442453,0.0445610443814899,0.00645727448776184,0,23.6,7,0
1946-04-06,0.0551195634680906,2,0.0556852683425449,0.0659514144429998,2,0.273542600896861,0.05593310972891,0.0738365328442453,0.0475203666176487,0.00549171544862865,0,19.6,7.6,0
1946-04-07,0.055968120779772,2,0.0551195634680906,0.0556852683425449,2,0.279521674140508,0.0659514144429998,0.0760919631755389,0.0502422454863075,0.00548885050936822,0,23.6,5,0
1946-04-08,0.0556502572916829,2,0.055968120779772,0.0551195634680906,2,0.288490284005979,0.0556852683425449,0.0733266918701966,0.0547493698660721,0.00388019576465089,0,23.4,7.8,0
1946-04-09,0.0559331097289099,2,0.0556502572916829,0.055968120779772,2,0.294469357249626,0.0551195634680906,0.0721629656320333,0.056023927868364,0.00922886427152477,0,24,6.4,0
1946-04-10,0.0351828430249361,2,0.0559331097289099,0.0556502572916829,2,0.300448430493273,0.055968120779772,0.0739085549892782,0.0559027053952667,0.00876331680757771,0,20,9,0
1946-04-11,0.0636106646455668,2,0.0351828430249361,0.0559331097289099,2,0.306427503736921,0.0556502572916829,0.0732546697251637,0.0571772633975586,0.013929862983787,0,20.5,6.5,0
1946-04-12,0.0823030339893347,2,0.0636106646455668,0.0351828430249361,2,0.312406576980568,0.0559331097289099,0.0738365328442453,0.0542129395827051,0.0140389054373027,0,18.2,7.2,0
1946-04-13,0.0636106646455668,2,0.0823030339893347,0.0636106646455668,2,0.318385650224215,0.0351828430249361,0.0862110745526622,0.0538785467545004,0.0141236475726752,0,21.6,3,0
1946-04-14,0.0647070633436133,2,0.0636106646455668,0.0823030339893347,2,0.315396113602392,0.0636106646455668,0.0896302311221191,0.0576810847040418,0.0140582194379294,0,21,9,0
1946-04-15,0.0647070633436132,2,0.0647070633436133,0.0636106646455668,2,0.321375186846039,0.0823030339893347,0.091375820479364,0.058894099157967,0.0138594170880894,0,23,9,0
1946-04-16,0.0638935170827939,2,0.0647070633436132,0.0647070633436133,2,0.333333333333333,0.0636106646455668,0.0896302311221191,0.0601425195242301,0.0128595155970635,0,24,8.6,0
1946-04-17,0.0382568286463428,2,0.0638935170827939,0.0647070633436132,2,0.339312406576981,0.0647070633436133,0.0918856614534127,0.0614363489602201,0.0134242653127064,0,27.6,7.6,0
1946-04-18,0.0526957392034807,2,0.0382568286463428,0.0638935170827939,2,0.345291479820628,0.0647070633436132,0.0918856614534127,0.062573550010775,0.00990689429163735,0,23,9,0
1946-04-19,0.0538271489523891,2,0.0526957392034807,0.0382568286463428,2,0.351270553064275,0.0638935170827939,0.0902120942412007,0.0630126908138331,0.013065690085285,0,26,8.6,0
1946-04-20,0.0800271621260648,2,0.0538271489523891,0.0526957392034807,2,0.357249626307922,0.0382568286463428,0.110888135824463,0.0614534157506779,0.0129396979435194,0,22.5,5.6,0
1946-04-21,0.0621833500939782,2,0.0800271621260648,0.0538271489523891,2,0.351270553064275,0.0526957392034807,0.122237309625964,0.0573854321739714,0.0136657387969462,0,20.8,9.6,0
1946-04-22,0.0716709609844758,2,0.0621833500939782,0.0800271621260648,2,0.348281016442451,0.0538271489523891,0.124564762102291,0.0597306460997568,0.0136232679470759,0,23,5.2,0
1946-04-23,0.0627490549684324,2,0.0716709609844758,0.0621833500939782,2,0.345291479820628,0.0800271621260648,0.123401035864127,0.0593701156355232,0.0103515279144653,0.0010752688172043,22.6,10,1
1946-04-24,0.053544296515162,2,0.0627490549684324,0.0716709609844758,2,0.351270553064275,0.0621833500939782,0.123401035864127,0.0603649581556465,0.010346072862885,0,20.6,9,0
1946-04-25,0.0527307502543427,2,0.053544296515162,0.0627490549684324,2,0.351270553064275,0.0716709609844758,0.124564762102291,0.0602014635678805,0.00965132921014174,0.0548387096774193,18.6,9,1
1946-04-26,0.0622183611448402,2,0.0527307502543427,0.053544296515162,2,0.354260089686099,0.0627490549684324,0.124564762102291,0.0623853875491404,0.0166380796363832,0.010752688172043,17.6,8,1
1946-04-27,0.101513044791242,2,0.0622183611448402,0.0527307502543427,2,0.354260089686099,0.053544296515162,0.123982898983209,0.062390389127835,0.0312059887860763,0,21,8.6,0
1946-04-28,0.13744851024178,2,0.101513044791242,0.0622183611448402,2,0.351270553064275,0.0527307502543427,0.122309331770997,0.0635891337267566,0.031414813254383,0.0010752688172043,19,9,1
1946-04-29,0.0900454668401546,2,0.13744851024178,0.101513044791242,2,0.348281016442451,0.0622183611448402,0.12347305800916,0.0666585455360676,0.0306354786769584,0.103225806451613,17.6,7,1
1946-04-30,0.0911768765890631,2,0.0900454668401546,0.13744851024178,2,0.348281016442451,0.101513044791242,0.130893234267156,0.0774107112714679,0.0276399296549596,0.112903225806452,10.2,7,1
1946-05-01,0.0822199595221578,2,0.0911768765890631,0.0900454668401546,2,0.360239162929746,0.13744851024178,0.131403075241204,0.080035640679422,0.0229021557306541,0.0849462365591398,22,5.4,1
1946-05-02,0.100063771554244,2,0.0822199595221578,0.0911768765890631,2,0.384155455904335,0.0900454668401546,0.125656466195421,0.0840967580537979,0.0191760542329196,0,24,7,0
1946-05-03,0.0814064132613385,2,0.100063771554244,0.0822199595221578,2,0.393124065769806,0.0911768765890631,0.127983918671748,0.0881932813405115,0.019357263007553,0,25,7.6,0
1946-05-04,0.088771248857467,2,0.0814064132613385,0.100063771554244,2,0.402092675635277,0.0822199595221578,0.127911896526715,0.0949551415262118,0.00719066210424048,0.0043010752688172,22.8,8,1
1946-05-05,0.0985067011343297,2,0.088771248857467,0.0814064132613385,2,0.408071748878924,0.100063771554244,0.127911896526715,0.0976962918285687,0.00719562420758261,0.00752688172043011,22.6,8.6,1
1946-05-06,0.0895847951182863,2,0.0985067011343297,0.088771248857467,2,0.420029895366218,0.0814064132613385,0.126238329314503,0.0958760352666008,0.0123171575866144,0.0043010752688172,21,7.6,1
1946-05-07,0.116563343501919,2,0.0895847951182863,0.0985067011343297,2,0.426008968609865,0.088771248857467,0.123035239180144,0.0903129196798221,0.0144863825841826,0.0021505376344086,21,9.6,1
1946-05-08,0.0714879975322737,2,0.116563343501919,0.0895847951182863,2,0.434977578475336,0.0985067011343297,0.124708806392356,0.090247109433841,0.0162503203754221,0,25.6,9,0
1946-05-09,0.112517570883232,2,0.0714879975322737,0.116563343501919,2,0.446935724962631,0.0895847951182863,0.124708806392356,0.093873747564249,0.0152537385954271,0,26,9,0
1946-05-10,0.0957701575491914,2,0.112517570883232,0.0714879975322737,2,0.455904334828102,0.116563343501919,0.125146625221372,0.0923406101371227,0.0775279070032548,0.0806451612903226,22.6,10.6,1
1946-05-11,0.298700504192147,2,0.0957701575491914,0.112517570883232,2,0.473841554559043,0.0714879975322737,0.142541868566425,0.094119724326978,0.0891120198786596,0,24,10.8,0
1946-05-12,0.251409020125834,2,0.298700504192147,0.0957701575491914,2,0.473841554559043,0.112517570883232,0.153530931642762,0.0961716877966713,0.102736612394509,0.0043010752688172,21,11,1
1946-05-13,0.309208733282444,2,0.251409020125834,0.298700504192147,2,0.485799701046338,0.0957701575491914,0.155786361974055,0.126161581415911,0.0994110597513767,0.0440860215053763,19,10.6,1
1946-05-14,0.215636939579318,2,0.309208733282444,0.251409020125834,2,0.491778774289985,0.298700504192147,0.169462988251883,0.148004769843269,0.0836243389518593,0.175268817204301,17,8.6,1
1946-05-15,0.220731047479738,2,0.215636939579318,0.309208733282444,2,0.563527653213752,0.251409020125834,0.255713297568,0.179379618152434,0.0732392375111372,0.0129032258064516,16.6,9.4,1
1946-05-16,0.178513708872563,2,0.220731047479738,0.215636939579318,2,0.605381165919282,0.309208733282444,0.337907622927,0.193532989020634,0.0617228643906757,0.0860215053763441,18,9.6,1
1946-05-17,0.138001162750782,2,0.178513708872563,0.220731047479738,2,0.65321375186846,0.215636939579318,0.402367442731451,0.214853424727415,0.0642751575871616,0.126881720430108,15,7,1
1946-05-18,0.126091493503942,2,0.138001162750782,0.178513708872563,2,0.659192825112108,0.220731047479738,0.412846664833739,0.224281444440176,0.0633392479038988,0.0311827956989247,19.6,7.6,1
1946-05-19,0.153161638781606,2,0.126091493503942,0.138001162750782,2,0.665171898355755,0.178513708872563,0.436121189597004,0.230314445183261,0.038671274904688,0,23.4,6,0
1946-05-20,0.137305702008001,2,0.153161638781606,0.126091493503942,2,0.65321375186846,0.138001162750782,0.389488746007804,0.205656015084946,0.0337850340994003,0,24,9,0
1946-05-21,0.13189058269606,2,0.137305702008001,0.153161638781606,2,0.635276532137519,0.126091493503942,0.346635569713225,0.191620674892913,0.0174574606286184,0.0204301075268817,17.6,12,1
1946-05-22,0.141639471231477,2,0.13189058269606,0.137305702008001,2,0.620328849028401,0.153161638781606,0.365615300249002,0.167063098996564,0.00862934109598058,0.0161290322580645,22,11,1
1946-05-23,0.132717565215434,2,0.141639471231477,0.13189058269606,2,0.61136023916293,0.137305702008001,0.351351124893274,0.155099333727527,0.00979568558915013,0.0010752688172043,23.6,11.6,1
1946-05-24,0.149429967498612,2,0.132717565215434,0.141639471231477,2,0.599402092675635,0.13189058269606,0.321858056502299,0.143800537120633,0.00808028394000129,0.0010752688172043,20.6,12,1
1946-05-25,0.138137444801834,2,0.149429967498612,0.132717565215434,2,0.590433482810164,0.141639471231477,0.305205778442849,0.1372582308839,0.014799983913652,0.0010752688172043,22.5,12.2,1
1946-05-26,0.10259500910867,2,0.138137444801834,0.149429967498612,2,0.587443946188341,0.132717565215434,0.305205778442849,0.138890917276447,0.0168968999451105,0.0204301075268817,16.2,11,1
1946-05-27,0.110686170452944,2,0.10259500910867,0.138137444801834,2,0.581464872944694,0.149429967498612,0.302878325966522,0.140611767461861,0.0171438908716184,0.0268817204301075,24.4,7.6,1
1946-05-28,0.137330424723742,2,0.110686170452944,0.10259500910867,2,0.581464872944694,0.138137444801834,0.298001668619952,0.13338796322287,0.0164089202556376,0,26,8,0
