Network,MAE,MSE,NSE
MISO1,31.579853237817115,53.69120008468091,0.7401295919043898
MISO2,34.92565508561559,56.47153673330877,0.7127112140597074
MISO3,36.734397761452236,59.77892887674722,0.6782638423034768
