Network,MAE,MSE,NSE
MISO1,34.33120472871464,56.47481224828384,0.7124852050964459
MISO2,35.12959126855664,57.40032038397472,0.7031834624340929
MISO3,37.35773897095042,59.26128862342733,0.6838117006750422
