,IN_p3d,IN_p2d,IN_p1d,IN,MEAN_7d,SD_7d,Prec_S,Prec_S_f1d,Prec_S_f2d,Prec_S_f3d,Snow_S
111,0.0627490549684324,0.0716709609844758,0.0621833500939782,0.0800271621260648,0.0597306460997568,0.0136232679470759,0.0,0.0010769513253736651,0.0,0.05167649261945184,0
112,0.053544296515162,0.0627490549684324,0.0716709609844758,0.0621833500939782,0.0593701156355232,0.0103515279144653,0.0010752688172043,0.0,0.04883422988794858,0.010212806462611768,1
113,0.0527307502543427,0.053544296515162,0.0627490549684324,0.0716709609844758,0.0603649581556465,0.010346072862885,0.0,0.056257940028512594,0.010570444629415558,0.0,0
114,0.0622183611448402,0.0527307502543427,0.053544296515162,0.0627490549684324,0.0602014635678805,0.009651329210141741,0.0548387096774193,0.010886759854700553,0.0,0.0010861271071155104,1
115,0.101513044791242,0.0622183611448402,0.0527307502543427,0.053544296515162,0.0623853875491404,0.0166380796363832,0.010752688172043001,0.0,0.0010520815463372134,0.10628708798494646,1
116,0.13744851024178,0.101513044791242,0.0622183611448402,0.0527307502543427,0.062390389127835,0.0312059887860763,0.0,0.0010870211051174064,0.10047052416442712,0.10198847425090637,0
117,0.0900454668401546,0.13744851024178,0.101513044791242,0.0622183611448402,0.0635891337267566,0.031414813254383,0.0010752688172043,0.10410521959069721,0.10746322694615562,0.08312676863885604,1
118,0.0911768765890631,0.0900454668401546,0.13744851024178,0.101513044791242,0.0666585455360676,0.0306354786769584,0.10322580645161301,0.11027071346385998,0.08682573451604456,0.0,1
119,0.0822199595221578,0.0911768765890631,0.0900454668401546,0.13744851024178,0.0774107112714679,0.0276399296549596,0.112903225806452,0.08433756423092917,0.0,0.0,1
120,0.10006377155424401,0.0822199595221578,0.0911768765890631,0.0900454668401546,0.080035640679422,0.0229021557306541,0.0849462365591398,0.0,0.0,0.00465667057641774,1
121,0.0814064132613385,0.10006377155424401,0.0822199595221578,0.0911768765890631,0.0840967580537979,0.0191760542329196,0.0,0.0,0.004302939259096401,0.00716538356540028,0
122,0.08877124885746698,0.0814064132613385,0.10006377155424401,0.0822199595221578,0.0881932813405115,0.019357263007553,0.0,0.004203228413865893,0.0072677126333253,0.0039612187055733,0
123,0.0985067011343297,0.08877124885746698,0.0814064132613385,0.10006377155424401,0.0949551415262118,0.0071906621042404795,0.0043010752688172,0.007829954052501656,0.004164563286653065,0.0022027362459374157,1
124,0.0895847951182863,0.0985067011343297,0.08877124885746698,0.0814064132613385,0.0976962918285687,0.007195624207582609,0.00752688172043011,0.004266028215864305,0.002141289944748226,0.0,1
125,0.116563343501919,0.0895847951182863,0.0985067011343297,0.08877124885746698,0.0958760352666008,0.0123171575866144,0.0043010752688172,0.002251422566014699,0.0,0.0,1
126,0.0714879975322737,0.116563343501919,0.0895847951182863,0.0985067011343297,0.0903129196798221,0.0144863825841826,0.0021505376344086,0.0,0.0,0.0835720620929224,1
127,0.112517570883232,0.0714879975322737,0.116563343501919,0.0895847951182863,0.090247109433841,0.0162503203754221,0.0,0.0,0.08444223651085972,0.0,0
128,0.0957701575491914,0.112517570883232,0.0714879975322737,0.116563343501919,0.093873747564249,0.0152537385954271,0.0,0.08265987229818005,0.0,0.004508899451469332,0
129,0.29870050419214694,0.0957701575491914,0.112517570883232,0.0714879975322737,0.0923406101371227,0.0775279070032548,0.0806451612903226,0.0,0.0044067559819966455,0.045957343988009415,1
130,0.251409020125834,0.29870050419214694,0.0957701575491914,0.112517570883232,0.09411972432697802,0.0891120198786596,0.0,0.0043203432973034665,0.04496453044480734,0.17936071698728734,0
131,0.30920873328244397,0.251409020125834,0.29870050419214694,0.0957701575491914,0.0961716877966713,0.102736612394509,0.0043010752688172,0.043821208503886655,0.18218629215868998,0.012479135494297697,1
132,0.21563693957931798,0.30920873328244397,0.251409020125834,0.29870050419214694,0.126161581415911,0.0994110597513767,0.0440860215053763,0.1767302303174801,0.0121620233286581,0.08806835410182905,1
133,0.22073104747973799,0.21563693957931798,0.30920873328244397,0.251409020125834,0.14800476984326902,0.0836243389518593,0.17526881720430096,0.012791284746761443,0.08614754483925482,0.13708218802041813,1
134,0.17851370887256302,0.22073104747973799,0.21563693957931798,0.30920873328244397,0.179379618152434,0.0732392375111372,0.0129032258064516,0.08487867659527357,0.12920515459225024,0.03273312476941875,1
135,0.13800116275078197,0.17851370887256302,0.22073104747973799,0.21563693957931798,0.19353298902063396,0.0617228643906757,0.0860215053763441,0.1259068772609837,0.031599325275517565,0.0,1
136,0.126091493503942,0.13800116275078197,0.17851370887256302,0.22073104747973799,0.214853424727415,0.0642751575871616,0.126881720430108,0.0320293510165599,0.0,0.0,1
137,0.153161638781606,0.126091493503942,0.13800116275078197,0.17851370887256302,0.22428144444017603,0.0633392479038988,0.031182795698924695,0.0,0.0,0.019034652008180664,1
138,0.137305702008001,0.153161638781606,0.126091493503942,0.13800116275078197,0.230314445183261,0.038671274904688,0.0,0.0,0.020454504743365184,0.01398467933555212,0
139,0.13189058269606,0.137305702008001,0.153161638781606,0.126091493503942,0.20565601508494602,0.0337850340994003,0.0,0.020778449409871697,0.01619910221275185,0.0010713591982629573,0
140,0.141639471231477,0.13189058269606,0.137305702008001,0.153161638781606,0.19162067489291298,0.0174574606286184,0.0204301075268817,0.01659456814000279,0.0010934721633979374,0.0010444422500463688,1
141,0.132717565215434,0.141639471231477,0.13189058269606,0.137305702008001,0.167063098996564,0.00862934109598058,0.0161290322580645,0.0010889730217848706,0.0011210796988752262,0.0010646173282254177,1
