IN_p1d,IN,WL_MM_1d,IN_1d,OUT_1d,WL_MM_2d,IN_2d,OUT_2d,MEAN_7d,SD_7d,Prec_S_2d,Prec_S_1d,Prec_S,Prec_S_f1d,Snow_S
0.0500824253039422,0.0335426981378445,0.6168277339472271,0.0296943557500488,0.118535005205319,0.62641983006003,0.0307009458117643,0.117525949944983,0.0311069104297757,0.009838506967820999,0.0,0.0,0.0,0.0,0
0.0346871602522058,0.0500824253039422,0.554559043348281,0.0335426981378445,0.119544060465655,0.6168277339472271,0.0296943557500488,0.118535005205319,0.0338756932143726,0.0106857272269054,0.0,0.0,0.0,0.0,0
0.016560495782892,0.0346871602522058,0.54559043348281,0.0500824253039422,0.0985079081572278,0.554559043348281,0.0335426981378445,0.119544060465655,0.034588951000394996,0.0111019611519468,0.0,0.0,0.0,0.0,0
0.0436090662682491,0.016560495782892,0.54559043348281,0.0346871602522058,0.0851913926045647,0.54559043348281,0.0500824253039422,0.0985079081572278,0.032425088130311,0.0115618889454991,0.0,0.0,0.0,0.0,0
0.0436090662682491,0.0436090662682491,0.542600896860986,0.016560495782892,0.0846095294854831,0.54559043348281,0.0346871602522058,0.0851913926045647,0.0341253067581352,0.0115391850312314,0.0,0.0,0.0,0.0,0
0.0257652542361625,0.0436090662682491,0.533632286995516,0.0436090662682491,0.0851913926045647,0.542600896860986,0.016560495782892,0.0846095294854831,0.0359693239662045,0.0100581698458931,0.0,0.0,0.0,0.0,0
0.0346871602522058,0.0257652542361625,0.533632286995516,0.0436090662682491,0.0851913926045647,0.533632286995516,0.0436090662682491,0.0851913926045647,0.035408023749935,0.009993708431783191,0.0,0.0,0.0,0.0,0
0.0252345604125702,0.0346871602522058,0.533632286995516,0.0257652542361625,0.0851913926045647,0.533632286995516,0.0436090662682491,0.0851913926045647,0.0355715183377009,0.00784265007881973,0.0,0.0,0.0,0.0,0
0.0307893400348579,0.0252345604125702,0.527653213751868,0.0346871602522058,0.0851913926045647,0.533632286995516,0.0257652542361625,0.0851913926045647,0.0320218233532192,0.00641794187379195,0.0,0.0,0.0,0.0,0
0.0281358709168967,0.0307893400348579,0.524663677130045,0.0252345604125702,0.0840996885114344,0.527653213751868,0.0346871602522058,0.0851913926045647,0.0314649918935981,0.0040686999311662295,0.0,0.0,0.0,0.0,0
0.0341214553777515,0.0281358709168967,0.5186846038863979,0.0307893400348579,0.0955265704167867,0.524663677130045,0.0252345604125702,0.0840996885114344,0.0331186169127416,0.004109393241201379,0.0,0.0,0.0,0.0,0
0.0254824017989353,0.0341214553777515,0.5127055306427499,0.0281358709168967,0.0900680499511349,0.5186846038863979,0.0307893400348579,0.0955265704167867,0.0317632439283848,0.00345694155165055,0.0,0.0,0.0,0.0,0
0.0254824017989353,0.0254824017989353,0.5067264573991029,0.0341214553777515,0.0840276663664015,0.5127055306427499,0.0281358709168967,0.0900680499511349,0.0291737204327686,0.008446085533095359,0.0,0.0,0.0,0.0,0
0.0254824017989354,0.0254824017989353,0.5037369207772789,0.0254824017989353,0.0846095294854831,0.5067264573991029,0.0341214553777515,0.0840276663664015,0.0291333129417361,0.0106714147370126,0.0,0.0,0.0,0.0,0
0.00763858976684872,0.0254824017989354,0.497757847533632,0.0254824017989353,0.0846095294854831,0.5037369207772789,0.0254824017989353,0.0846095294854831,0.0278183474484118,0.0125197240397835,0.0,0.0,0.0,0.0,0
0.0427955200074297,0.00763858976684872,0.491778774289985,0.0254824017989354,0.0846095294854831,0.497757847533632,0.0254824017989353,0.0846095294854831,0.0253046373561659,0.0178332609559772,0.0,0.0,0.0,0.0,0
0.0442046380260045,0.0427955200074297,0.4857997010463379,0.00763858976684872,0.0846095294854831,0.491778774289985,0.0254824017989354,0.0846095294854831,0.0270198059236761,0.0179673801697534,0.0,0.0,0.0,0.0,0
0.0625791438816834,0.0442046380260045,0.473841554559043,0.0427955200074297,0.0835178253923528,0.4857997010463379,0.00763858976684872,0.0846095294854831,0.0293153440821201,0.0173537489171213,0.0,0.0,0.0,0.0,0
0.0455838891612781,0.0625791438816834,0.473841554559043,0.0442046380260045,0.10477004413587801,0.473841554559043,0.0427955200074297,0.0835178253923528,0.0333807281541103,0.0166070572129354,0.0,0.0,0.0,0.1235408297764714,0
0.0355655844471883,0.0455838891612781,0.47085201793722,0.0625791438816834,0.10586174822900901,0.473841554559043,0.0442046380260045,0.10477004413587801,0.0362523692058736,0.00816503209189307,0.0,0.0,0.127956989247312,0.030686346911340638,1
0.0447703429004587,0.0355655844471883,0.473841554559043,0.0455838891612781,0.10760733758625399,0.47085201793722,0.0625791438816834,0.10586174822900901,0.0376928238699097,0.00896718607491038,0.0,0.127956989247312,0.032258064516129,0.0,1
0.0447703429004587,0.0447703429004587,0.47085201793722,0.0355655844471883,0.10535190725496002,0.473841554559043,0.0455838891612781,0.10760733758625399,0.0404482440272702,0.0114327390637266,0.127956989247312,0.032258064516129,0.0,0.0021148380431649954,0
0.0358484368844155,0.0447703429004587,0.464872944693572,0.0447703429004587,0.105933770374042,0.47085201793722,0.0355655844471883,0.10535190725496002,0.0457527801892145,0.00715456614739353,0.032258064516129,0.0,0.0021505376344086,0.08635446025741743,1
0.0260779735566907,0.0358484368844155,0.461883408071749,0.0447703429004587,0.105933770374042,0.464872944693572,0.0447703429004587,0.105933770374042,0.0447603397430696,0.00644312389162505,0.0,0.0021505376344086,0.0860215053763441,0.029199153299991815,1
0.0355655844471883,0.0260779735566907,0.458893871449925,0.0358484368844155,0.105933770374042,0.461883408071749,0.0447703429004587,0.105933770374042,0.0421708162474533,0.00652411844456325,0.0021505376344086,0.0860215053763441,0.031182795698924695,0.0010409821843135217,1
0.035034890623596,0.0355655844471883,0.45291479820627795,0.0260779735566907,0.104188181016797,0.458893871449925,0.0358484368844155,0.105933770374042,0.0383117363282398,0.0054575059426122206,0.0860215053763441,0.031182795698924695,0.0010752688172043,0.0,1
0.0339384919255495,0.035034890623596,0.443946188340807,0.0355655844471883,0.10535190725496002,0.45291479820627795,0.0260779735566907,0.104188181016797,0.0368047365371423,0.00431788482891735,0.031182795698924695,0.0010752688172043,0.0,0.0,0
0.0366269720943728,0.0339384919255495,0.43796711509715996,0.035034890623596,0.10426020316183,0.443946188340807,0.0355655844471883,0.10535190725496002,0.0365722947483368,0.00453782556012496,0.0010752688172043,0.0,0.0,0.0,0
0.0274222136411025,0.0366269720943728,0.43198804185351297,0.0339384919255495,0.102004772830536,0.43796711509715996,0.035034890623596,0.10426020316183,0.0354089560617531,0.00433061504870303,0.0,0.0,0.0,0.0,0
0.0274222136411024,0.0274222136411025,0.42600896860986504,0.0366269720943728,0.107535315441221,0.43198804185351297,0.0339384919255495,0.102004772830536,0.032930651881845005,0.0044494548098003295,0.0,0.0,0.0,0.0,0
0.0271393612038752,0.0274222136411024,0.42002989536621793,0.0274222136411025,0.10695345232213901,0.42600896860986504,0.0366269720943728,0.107535315441221,0.0317269057042289,0.00967302963330838,0.0,0.0,0.0,0.0,0
0.0363441196571457,0.0271393612038752,0.41106128550074705,0.0274222136411024,0.10695345232213901,0.42002989536621793,0.0274222136411025,0.10695345232213901,0.0318785325109695,0.011494933003531,0.0,0.0,0.0,0.0,0
0.00848200291096933,0.0363441196571457,0.402092675635277,0.0271393612038752,0.10637158920305699,0.41106128550074705,0.0274222136411024,0.10695345232213901,0.0319897518266777,0.0120394951747278,0.0,0.0,0.0,0.010700698409872958,0
0.0449831732359619,0.00848200291096933,0.3931240657698061,0.0363441196571457,0.10695345232213901,0.402092675635277,0.0271393612038752,0.10637158920305699,0.0281964821534453,0.0126005461496663,0.0,0.0,0.010752688172043001,0.0,1
0.016237488127242,0.0449831732359619,0.38714499252615797,0.00848200291096933,0.10469802199084499,0.3931240657698061,0.0363441196571457,0.10695345232213901,0.0297742937692185,0.0144941593339594,0.0,0.010752688172043001,0.0,0.0,0
0.0366269720943728,0.016237488127242,0.37219730941704,0.0449831732359619,0.10637158920305699,0.38714499252615797,0.00848200291096933,0.10469802199084499,0.0268615103453427,0.0149788504371686,0.010752688172043001,0.0,0.0,0.0,0
0.00933056022265065,0.0366269720943728,0.36920777279521705,0.016237488127242,0.102298547369486,0.37219730941704,0.0449831732359619,0.10637158920305699,0.028176475838667007,0.0149491197752925,0.0,0.0,0.0,0.0,0
