Network,MAE,MSE,NSE
MISO1,28.673890994545598,43.06366841508877,0.8328244920120408
MISO2,28.831206855798893,44.4421923751196,0.8220694948888381
MISO3,29.461788324844687,44.620818356671606,0.8207419469957249
