Network,MAE,MSE,NSE
MISO1,27.98417132663623,42.67337416483749,0.835841047081898
MISO2,29.12208487458793,44.57327269979227,0.8210183503570927
MISO3,30.291584270412056,45.75227032488499,0.8115357797452555
