Network,MAE,MSE,NSE
MISO1,27.05370569598302,41.57984303480741,0.8441465942709718
MISO2,28.498138668686,44.279787473433544,0.8233675400999665
MISO3,29.720647427145032,45.27952251789767,0.815410374015406
