Network,MAE,MSE,NSE
MISO1,27.104311083481843,41.23669709902177,0.8467084020981248
MISO2,28.933647301837375,45.52786221614649,0.8132700511395198
MISO3,28.925913092849235,44.00101714628314,0.8256872940357716
