Network,MAE,MSE,NSE
MISO1,31.495974840641985,55.65217620803373,0.7208003246178647
MISO2,33.9607246649276,58.3279411150439,0.6935125080062055
MISO3,38.94510195968279,67.17578676648345,0.5937165458246505
