Network,MAE,MSE,NSE
MISO1,27.664907339314528,42.56377960139311,0.8366831565616889
MISO2,28.868543662296165,44.419877607377494,0.8222481305897275
MISO3,29.622967894196982,43.94000969796906,0.8261703283747421
