Network,MAE,MSE,NSE
MISO1,27.51249414635578,41.890204112135166,0.8418112628885275
MISO2,29.302172091523758,45.2981864915194,0.8151493029531645
MISO3,30.375603008154865,46.027679385856985,0.8092600030135063
